id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
j0clqoq28h,2014-03-27,2014-03-27 18:10:33,2014-04-12,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Windows Desktop,Firefox,US
hp6qkifshp,2013-12-24,2013-12-24 21:14:01,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
ngag4dgdi5,2013-09-08,2013-09-08 18:05:21,,MALE,33.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
q9tuhcpa3d,2013-09-08,2013-09-08 17:51:38,,-unknown-,,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF
z1rxjc7jus,2013-06-01,2013-06-01 22:41:09,,-unknown-,,basic,0,en,sem-non-brand,bing,omg,Web,Windows Desktop,Firefox,NDF
psijdcogey,2013-11-05,2013-11-05 18:50:53,,FEMALE,47.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,NDF
hrefnib328,2011-11-01,2011-11-01 21:10:34,2011-11-02,FEMALE,27.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
a2z9u0xzs0,2014-05-06,2014-05-06 17:26:40,2014-06-05,FEMALE,30.0,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,Firefox,US
omzvz755vl,2013-05-12,2013-05-12 23:42:24,2013-05-13,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
95psq8tpqa,2012-05-14,2012-05-14 23:19:40,,FEMALE,36.0,basic,3,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
ydun14lhgo,2013-08-04,2013-08-04 07:42:45,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
uqze4wa1g2,2012-03-10,2012-03-10 02:30:46,,-unknown-,,basic,3,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
vdbs1h2hqk,2013-10-12,2013-10-12 21:00:30,,MALE,28.0,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
3argn74g85,2012-05-23,2012-05-23 13:33:17,2012-05-24,FEMALE,38.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT
t94sz9wkpy,2014-05-23,2014-05-23 02:59:37,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
17wego16o8,2014-05-10,2014-05-10 04:43:59,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
7p01eze3hg,2011-11-15,2011-11-15 05:51:02,2011-11-15,MALE,49.0,basic,3,en,content,google,untracked,Web,iPad,Mobile Safari,US
p1iojbb4wm,2013-10-03,2013-10-03 21:22:51,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
6fbrr1xl0f,2013-05-24,2013-05-24 00:26:40,,MALE,23.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
5q8yypdlan,2013-05-05,2013-05-05 14:55:28,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
of8b2fo2mb,2014-05-06,2014-05-06 04:09:10,2014-05-06,FEMALE,25.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
fy8kciefvg,2012-05-02,2012-05-02 17:59:03,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
1qqk5qeo71,2012-07-02,2012-07-02 15:26:07,2012-07-02,FEMALE,,basic,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,US
aa4a69ld8m,2012-04-12,2012-04-12 15:05:06,2012-04-15,MALE,45.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
vtrminb4wp,2010-06-19,2010-06-19 18:21:58,,-unknown-,,facebook,2,en,other,craigslist,tracked-other,Web,Mac Desktop,Chrome,NDF
7pv9b5wjb5,2012-07-02,2012-07-02 15:02:59,,MALE,47.0,facebook,12,en,api,other,linked,Web,Mac Desktop,Safari,NDF
1p7gagyk7s,2014-06-03,2014-06-03 18:09:03,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
zx82pr9lx7,2013-04-06,2013-04-06 23:02:39,2013-04-07,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,CA
br3mwje7c3,2012-10-12,2012-10-12 23:42:25,,-unknown-,,basic,12,en,api,other,tracked-other,Moweb,Android Phone,Android Browser,NDF
8o8lv8z615,2013-10-21,2013-10-21 23:52:35,2013-10-22,-unknown-,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
erhn8itrug,2013-02-15,2013-02-15 00:00:09,2013-02-15,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US
627gq49va7,2014-05-30,2014-05-30 17:01:41,2014-05-31,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
qv1t2ff156,2013-03-17,2013-03-17 14:46:31,2013-09-20,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
ticwgd57cq,2012-12-10,2012-12-10 19:20:24,2013-02-25,MALE,50.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
vplkdhxeu7,2013-08-14,2013-08-14 15:29:39,2013-08-26,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Firefox,US
61udsxt9sv,2012-06-16,2012-06-16 21:02:56,2012-06-30,FEMALE,43.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
2itf79vpah,2013-09-27,2013-09-27 19:34:54,,MALE,23.0,facebook,0,en,seo,facebook,tracked-other,Web,iPhone,Mobile Safari,NDF
zhaksuijmi,2014-01-23,2014-01-23 08:34:05,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
vimftynmzx,2014-06-17,2014-06-17 21:32:48,,-unknown-,,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,NDF
tan0og7yj9,2012-10-25,2012-10-25 08:53:55,,FEMALE,28.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
de1y9f390a,2012-05-16,2012-05-16 15:31:42,,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
1q4r9fdkj2,2014-01-19,2014-01-19 20:28:23,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
k8r1px4uwk,2012-05-08,2012-05-08 01:35:03,,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
sgxz2ce8bs,2014-03-30,2014-03-30 10:26:35,2014-06-16,MALE,45.0,basic,25,en,direct,direct,untracked,iOS,iPad,Mobile Safari,US
ah61elh3jb,2012-09-10,2012-09-10 02:08:02,2012-09-11,FEMALE,29.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
rv8801zby4,2014-01-14,2014-01-14 00:45:00,2014-01-14,-unknown-,27.0,basic,0,en,other,other,linked,Web,Mac Desktop,Safari,US
oh9jkhkr16,2013-06-21,2013-06-21 17:24:18,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
oo8dua0a8x,2014-01-03,2014-01-03 19:57:44,,FEMALE,30.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
3qlj4lewkp,2013-02-08,2013-02-08 03:12:11,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
8kcbevnlxj,2013-07-04,2013-07-04 06:02:59,,-unknown-,,basic,0,en,other,facebook-open-graph,untracked,Web,iPad,Mobile Safari,NDF
cczahi08t8,2014-03-20,2014-03-20 14:44:02,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
32w7vjgfua,2013-05-07,2013-05-07 16:44:29,2013-05-29,FEMALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,FR
vnb0eth4u9,2012-04-15,2012-04-15 16:39:49,2012-04-21,FEMALE,43.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
oyd8gfqc3p,2013-08-02,2013-08-02 02:28:36,2013-08-02,FEMALE,34.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other
yisdidha6s,2013-02-01,2013-02-01 00:02:10,2013-02-01,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
0ga99gp5xw,2012-12-17,2012-12-17 06:48:14,2013-10-02,MALE,38.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
dahf95krvy,2012-02-22,2012-02-22 01:51:57,2012-02-22,FEMALE,29.0,facebook,3,en,other,other,untracked,Web,Mac Desktop,Chrome,US
6uzq7hzei2,2014-06-04,2014-06-04 17:46:30,,FEMALE,55.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
guj7f7sjve,2014-01-01,2014-01-01 19:46:42,,MALE,41.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
5hh2vpgi8v,2014-05-29,2014-05-29 17:41:09,,MALE,31.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
0lz9cuz161,2013-04-11,2013-04-11 18:09:34,,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
p4ags5dapa,2013-06-22,2013-06-22 19:48:10,2013-07-16,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,IT
xnmjpmcuin,2012-07-02,2012-07-02 18:16:52,,FEMALE,38.0,facebook,0,fr,direct,direct,linked,Web,Mac Desktop,Safari,NDF
wgr8bq1d89,2013-01-15,2013-01-15 23:52:33,,FEMALE,37.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
7sz2yycc5q,2012-08-20,2012-08-20 23:47:12,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
e7yfo5b22k,2013-06-13,2013-06-13 01:35:26,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
1ksbkx52ae,2013-10-28,2013-10-28 00:32:19,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
75hjapam1e,2011-07-18,2011-07-18 17:00:32,2011-07-18,-unknown-,,basic,2,en,seo,google,linked,Web,Windows Desktop,IE,US
lcjnmmgj9n,2013-11-27,2013-11-27 03:11:26,,MALE,34.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
c7e2zgf0mf,2014-02-15,2014-02-15 22:28:10,,MALE,24.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
pc2aaxy4g3,2014-04-14,2014-04-14 16:55:46,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
w2bwce18gn,2014-01-29,2014-01-29 21:24:12,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
cik3xewxke,2014-02-03,2014-02-03 23:24:07,2014-05-08,FEMALE,69.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
ff7h902rql,2011-08-20,2011-08-20 22:57:52,,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
s9eb7leonb,2013-10-28,2013-10-28 01:11:18,2014-01-14,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
hq0t86hd8o,2014-02-12,2014-02-12 18:19:45,2014-06-21,FEMALE,46.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
m2g955ando,2012-03-06,2012-03-06 04:22:23,,MALE,59.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,IE,NDF
8xeaz1xiro,2014-02-07,2014-02-07 02:45:53,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
jwrecku4zj,2014-05-28,2014-05-28 20:11:19,,-unknown-,,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,NDF
6rd9sq6s6q,2011-02-18,2011-02-18 05:31:02,2011-05-06,FEMALE,36.0,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,GB
yxylajgxs2,2013-05-11,2013-05-11 01:24:51,,FEMALE,50.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
bzcp2rdoi7,2014-01-30,2014-01-30 02:02:52,2014-01-30,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
n9v54jauft,2014-02-10,2014-02-10 20:50:23,,FEMALE,49.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
rho8w2ayf2,2013-06-10,2013-06-10 04:37:12,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
v7d447qdo9,2014-06-16,2014-06-16 14:09:20,,MALE,22.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,NDF
y5objhu8bn,2013-04-25,2013-04-25 13:03:42,,-unknown-,,basic,0,it,direct,direct,untracked,Web,Windows Desktop,Safari,NDF
2end8h9sx7,2013-07-16,2013-07-16 22:57:06,2014-03-23,FEMALE,43.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
28heuw7oe0,2013-02-02,2013-02-02 23:08:53,2013-02-04,FEMALE,27.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
lmu3s8irj0,2013-06-19,2013-06-19 18:36:25,2013-06-21,FEMALE,25.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
0pw6v7wnz2,2013-04-26,2013-04-26 20:35:02,,FEMALE,26.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
8o0b3ve9se,2012-12-28,2012-12-28 17:33:57,,FEMALE,34.0,facebook,0,en,content,facebook,omg,Web,Mac Desktop,Safari,NDF
dsyxc3wj8k,2012-03-25,2012-03-25 02:46:40,2012-03-25,FEMALE,33.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,IE,US
zylcmmlwty,2013-02-20,2013-02-20 02:50:01,,-unknown-,22.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
al7sn7gtbo,2014-02-15,2014-02-15 18:32:56,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
iu9p1gx529,2013-07-05,2013-07-05 00:40:01,2014-04-06,MALE,28.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
1foy201yy9,2013-06-25,2013-06-25 02:56:29,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
fg8l5y015h,2012-08-11,2012-08-11 05:13:03,,-unknown-,,basic,12,en,api,other,untracked,Web,Windows Desktop,IE,NDF
dgo1t9gp6p,2014-02-11,2014-02-11 19:59:27,2014-02-11,MALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
yfsj2hkkrh,2014-04-18,2014-04-18 19:20:57,,MALE,37.0,basic,0,en,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,NDF
sz8kyx55ur,2014-01-23,2014-01-23 02:36:20,,FEMALE,41.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF
m0cw6naa6e,2013-08-24,2013-08-24 14:14:04,2013-08-24,FEMALE,25.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,IT
eyz5wr5fbs,2013-04-19,2013-04-19 05:00:24,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
aihqqzt86e,2013-12-31,2013-12-31 20:33:04,2014-01-06,FEMALE,75.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
c9m212w7qe,2013-03-01,2013-03-01 23:56:49,,MALE,28.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
ftg1jh1o8p,2013-05-11,2013-05-11 17:34:50,,-unknown-,,basic,24,en,direct,direct,,Moweb,Other/Unknown,-unknown-,NDF
6gbd9kbbka,2012-10-16,2012-10-16 20:30:31,2012-10-16,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
lionut2ee2,2013-08-08,2013-08-08 00:06:45,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
6l92e3nf4b,2012-06-23,2012-06-23 20:59:38,2012-07-03,FEMALE,28.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,DE
7nhvaayfb4,2014-01-30,2014-01-30 23:05:08,2014-04-01,-unknown-,,basic,25,en,direct,direct,untracked,iOS,Windows Desktop,IE,US
je0ptzbsqs,2012-06-05,2012-06-05 23:52:29,2012-06-08,FEMALE,43.0,facebook,12,en,api,other,omg,Web,Mac Desktop,Firefox,ES
a2wx4q38fd,2013-06-12,2013-06-12 21:23:56,2013-06-12,MALE,35.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
n8mwkm1r9b,2012-07-19,2012-07-19 05:37:31,,-unknown-,,basic,0,en,sem-non-brand,bing,omg,Web,Windows Desktop,IE,NDF
yax46s1lq9,2013-04-04,2013-04-04 18:08:29,2013-04-17,-unknown-,45.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,CA
m9jdej6px8,2013-02-27,2013-02-27 19:56:11,,MALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
uszbc1wptw,2012-06-10,2012-06-10 01:04:53,,MALE,27.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
5ta048wftz,2013-10-08,2013-10-08 20:17:30,,MALE,31.0,facebook,0,en,other,other,untracked,Web,Windows Desktop,Firefox,NDF
4jb6l266oe,2012-12-29,2012-12-29 20:38:21,,MALE,42.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
o9b6jnwz4m,2014-04-01,2014-04-01 18:10:48,2014-04-01,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
07nn2effet,2013-08-13,2013-08-13 21:14:41,,MALE,28.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
4u2c08xcxu,2014-05-17,2014-05-17 20:55:59,,FEMALE,58.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
ts48lvths5,2014-02-06,2014-02-06 18:31:57,,FEMALE,35.0,facebook,0,en,direct,direct,untracked,Web,Android Phone,Chrome Mobile,NDF
2i4c443rx1,2013-02-06,2013-02-06 01:58:03,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
pu7gz6o1xl,2014-03-03,2014-03-03 22:53:14,,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
xl4xmxs4e1,2014-04-29,2014-04-29 05:30:57,,FEMALE,38.0,facebook,0,en,sem-brand,google,untracked,Web,Windows Desktop,IE,NDF
ne7krs7c12,2013-07-16,2013-07-16 05:37:46,,-unknown-,,basic,0,en,sem-brand,google,linked,Web,iPad,Mobile Safari,NDF
ah9s3zxib4,2013-04-30,2013-04-30 14:40:09,2013-05-01,-unknown-,,basic,24,en,direct,direct,untracked,Moweb,Mac Desktop,Firefox,US
gasdd040y5,2010-12-12,2010-12-12 21:09:17,2010-12-20,FEMALE,28.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
uho3vax4ka,2012-05-14,2012-05-14 20:08:26,,FEMALE,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
iywaltw1gx,2012-08-22,2012-08-22 05:37:15,2012-08-22,MALE,52.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
9lrfh1ikrm,2013-08-18,2013-08-18 06:08:37,2013-08-19,FEMALE,32.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
vpj0lwh8vi,2014-06-19,2014-06-19 04:15:56,2014-06-20,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
0693f2hb0q,2013-06-24,2013-06-24 20:50:56,2013-12-16,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
x6vdxj3w47,2012-11-24,2012-11-24 05:18:07,2012-12-03,MALE,59.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
sk023n709u,2014-04-07,2014-04-07 23:54:07,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
m519s68uvb,2012-04-14,2012-04-14 06:04:59,2013-03-30,MALE,23.0,basic,0,en,other,other,untracked,Web,Mac Desktop,Safari,US
mxgy2hi8lc,2013-08-04,2013-08-04 20:27:46,2013-08-23,MALE,26.0,facebook,0,cs,direct,direct,untracked,Web,Mac Desktop,Firefox,US
cxlq85k4ut,2013-11-26,2013-11-26 16:58:19,,MALE,26.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
sb5rswj7my,2011-08-07,2011-08-07 00:51:05,2011-08-09,MALE,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
kklfz106ax,2013-07-30,2013-07-30 18:52:27,2013-08-17,MALE,37.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
zbx58io2wq,2013-09-29,2013-09-29 17:11:13,,FEMALE,37.0,basic,24,en,direct,direct,untracked,Moweb,Mac Desktop,Safari,NDF
4ihrzt3vx2,2012-04-17,2012-04-17 00:11:53,,FEMALE,,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
87c8lgpf08,2013-12-08,2013-12-08 02:22:33,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
1k09x2a6kf,2013-06-26,2013-06-26 17:35:39,,MALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
d0ygydzy96,2012-04-06,2012-04-06 23:29:03,2012-04-07,MALE,41.0,facebook,0,en,direct,direct,untracked,iOS,Mac Desktop,Safari,US
4glalrv43y,2012-10-15,2012-10-15 01:51:46,,FEMALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
4l42u4w3u9,2012-05-12,2012-05-12 02:02:52,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
ziaw2z1w00,2013-07-05,2013-07-05 00:45:43,,FEMALE,31.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,NDF
3u8m5cdusy,2013-12-13,2013-12-13 19:28:23,,MALE,55.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
kwl0xm2biu,2014-05-07,2014-05-07 20:41:58,2014-09-16,FEMALE,26.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
dactfhewel,2013-09-14,2013-09-14 20:03:52,,-unknown-,,basic,0,en,content,google,untracked,Web,iPad,Mobile Safari,NDF
8lkak1y5rx,2012-06-29,2012-06-29 00:39:06,,FEMALE,31.0,facebook,0,en,other,craigslist,linked,Web,Windows Desktop,Chrome,NDF
7ttlaylto4,2013-02-07,2013-02-07 08:51:02,,MALE,25.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
e5mbcielpp,2013-09-23,2013-09-23 17:23:58,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
x5j2rt1bw4,2012-10-06,2012-10-06 01:16:58,2012-10-19,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
s7llkxvupb,2012-04-08,2012-04-08 03:27:27,,FEMALE,2014.0,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
gkw8ugi57k,2013-09-17,2013-09-17 04:14:39,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
6pz6npbgmy,2014-02-20,2014-02-20 21:05:16,2014-02-21,-unknown-,30.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
myuu0esl3x,2012-08-15,2012-08-15 17:38:42,,FEMALE,2014.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
3eo973o5wo,2013-06-09,2013-06-09 19:46:06,2013-09-22,MALE,24.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
e6feknz6hw,2013-06-24,2013-06-24 20:36:27,,MALE,32.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
5aeiyx04u2,2012-10-16,2012-10-16 19:29:05,2013-06-20,MALE,31.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
p4o86uorno,2014-04-21,2014-04-21 20:46:18,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
yklugt4fy0,2013-07-16,2013-07-16 21:59:56,2013-07-17,-unknown-,,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,IT
l7ydjxg512,2013-06-04,2013-06-04 17:36:04,,MALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
bjft5bskq1,2011-05-17,2011-05-17 07:30:34,2011-05-19,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,FR
znewogufuf,2014-05-15,2014-05-15 23:17:37,,-unknown-,26.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
jje1y5exyy,2013-10-28,2013-10-28 17:50:08,2013-10-31,FEMALE,35.0,facebook,0,en,sem-brand,google,untracked,Web,Windows Desktop,Firefox,US
0vb2wtfz25,2012-06-13,2012-06-13 17:41:55,2012-06-13,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
qj1gj3n932,2012-12-11,2012-12-11 05:39:47,2013-01-10,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
6c0v0tzuxg,2014-06-30,2014-06-30 16:18:39,2014-07-01,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,FR
dhpk2r5m7s,2011-11-03,2011-11-03 00:09:04,2011-11-07,FEMALE,34.0,facebook,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
8xuvkwghoz,2012-06-30,2012-06-30 20:47:27,,FEMALE,,basic,3,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
qij65m6407,2013-09-02,2013-09-02 17:48:08,,FEMALE,55.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
4id0uxq199,2014-04-07,2014-04-07 00:41:04,,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF
73yz1ek1r8,2013-06-30,2013-06-30 23:41:26,2013-07-02,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
3g3upl6xot,2013-12-08,2013-12-08 02:04:12,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPad,-unknown-,NDF
3zs7tffiqz,2014-01-13,2014-01-13 19:41:44,,FEMALE,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
dzq3z4oxan,2012-02-21,2012-02-21 05:57:05,2012-02-21,FEMALE,35.0,basic,0,zh,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
b35k8ogw6w,2011-04-20,2011-04-20 23:08:49,2011-04-24,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,US
